annual_income,loan_amount,credit_score,existing_debts,loan_duration,approved
38404.67374815874,53605.956762381655,744.820599482335,21619.713336747292,24,0
46180.836871206375,63524.370089954,579.31566536854,34954.06581202695,120,0
91713.66678656747,56290.58190723464,568.1921012694023,2375.3256159150224,120,0
70308.54868705384,63726.25802014343,731.7485780656192,0.0,120,1
20000.0,63012.42828045606,488.2089354209945,20738.74903879511,48,0
69722.51908184384,5000.0,442.8755932556428,8483.005748841411,84,0
48447.5315875105,69106.10475186209,613.8407699930654,20476.179116179534,84,0
39692.33999082124,29869.554630126393,505.22932319216443,24806.052809145513,48,0
78350.28866522603,17124.82510988126,509.0320705340351,0.0,12,0
90929.98567487852,16866.445164350116,707.3433791687982,30347.74141487813,120,1
87938.40357348596,63006.24831417588,737.5973837912579,2454.9724556712645,12,1
34823.47430332084,43322.752183254415,728.8864215852125,19664.780741529652,84,0
50723.62872446356,5000.0,760.8776660307233,10109.264968423548,120,1
69937.90294210691,64341.1344557685,774.1134320014802,11720.644778235584,84,1
89266.35381367078,6811.756076035177,437.1409791173069,45409.36909426982,48,0
45624.7728646413,54194.64075554632,695.0411959929467,24789.012811934917,60,0
54430.230700085485,57154.96777019162,597.0391800430441,33570.32604430386,12,0
26809.950779819155,76567.31245085134,575.2575754009564,22264.120313041145,84,0
24113.801277579878,103450.54359400555,706.0414632208706,29300.203619824308,24,0
84375.77467182594,9059.710222983747,476.9704520104248,26260.67543215178,120,0
100687.2008571247,48425.78431810852,474.88913941276803,23816.842170302385,24,0
57839.696352589985,41709.94114867348,713.3572744081717,36607.338637470195,48,0
90105.98693676072,63012.49057882887,698.7786017510898,22347.58180766405,12,1
70849.08075142902,56470.06312800856,663.673265587151,54277.228583265576,12,0
40646.40736184627,39423.6127179014,562.0086595276863,34407.973592186565,84,0
70841.86816525241,36772.934341674336,724.3829634582124,2906.889533904654,84,1
106141.09699397907,16506.47434447857,718.0302892060475,17351.754365255263,120,1
58925.21882670146,79635.84747219528,658.5304515047454,25956.163992360023,60,0
106939.30967442019,63776.125447985876,532.2678958730229,20667.452535680553,12,0
20000.0,77533.04593385413,607.4751654270493,30303.101284582517,48,0
84657.07513125672,40688.115905734594,733.7833677524443,31955.250572508103,12,1
62611.41204714514,30294.935939167088,782.7191222801787,0.0,84,1
51029.779486023974,17650.548001123167,617.3463396623672,39216.163170747415,12,0
62752.82329606507,60767.527512219785,625.0327032191738,12547.738017709335,24,0
20000.0,18806.203264152962,633.8310891974938,11061.432412028642,48,0
53409.84336487464,105459.8920689965,677.4893008910972,11013.164109416894,36,1
70713.3771453524,10770.72256719679,591.8932699939976,32128.646089858747,48,0
104336.82134224547,58209.80357637505,360.58149424284164,15993.98452778321,48,0
44451.89345179058,97005.64121641358,769.2769001647097,10046.725334934388,84,1
35745.19191320437,67972.69277791427,829.4688947162549,13640.612638346942,36,1
44947.2886924639,55270.21137475338,588.7600140394287,0.0,120,0
87462.06353106222,20945.49059114313,543.3346631081226,7367.543540727698,84,0
69862.53328979053,8546.92434296888,636.2899477609778,1406.2467702035065,36,0
44107.19388698884,73101.50326752757,631.2496116271227,15962.460042561632,24,0
75398.02299340068,95184.4172232484,749.5518577162959,29962.899054103887,60,1
62912.32648044121,36834.50028565485,655.4639441645038,28308.138513998405,48,0
89059.34971598667,15828.154771509471,570.7377169628817,38851.257463198745,48,0
38938.40718367943,5000.0,518.1590549441951,35509.63725944931,48,0
50170.135602066955,20577.05469012387,736.5634184819673,12071.049276224343,48,1
48236.75540603527,46590.2947250288,709.9511241164249,20286.0710113057,24,0
20000.0,97973.69722510202,756.0559878091819,19511.65858667872,48,0
68883.60831193728,70194.01076698906,553.1813249278906,0.0,36,0
67831.65816539669,59152.562141202594,833.8436899528328,1741.106946353837,36,1
60153.403699273826,37996.41016096607,475.6305492942763,17490.699842733313,12,0
52962.385998745594,32505.02848232131,720.9601021401479,17406.553472887874,24,1
20000.0,92169.42792523891,459.04172328030984,27684.875813077502,12,0
47380.64031703923,56022.156222751684,570.9668618301532,26954.62444303772,48,0
49718.56450419691,5000.0,806.1022930447959,0.0,120,1
35931.68192335143,29793.810563082716,733.136425447599,27778.95101686295,24,0
55161.42865001973,24253.519046851197,595.3779584512818,22678.808096806457,120,0
72121.52570443615,33612.07972467605,598.1162957178312,29350.59772466944,24,0
116585.5770363159,66887.31980855255,660.0622110835442,36002.98381462384,60,1
65237.33438495517,46776.653546172514,701.4140990760723,17856.755408180423,60,1
67726.51172168294,47694.03778989014,775.1579382682696,38683.8235547012,120,1
57766.62252701498,89404.1948397571,604.3765995391506,6658.993191604302,12,0
20000.0,29106.167306399348,488.82149365127987,5813.928194416723,12,0
59204.58373652349,105925.98577662048,665.696862704876,26431.582852033116,36,0
61806.906298230795,29860.77225886742,604.2569162491606,14468.486820422302,120,0
133897.2633745586,52675.94589837714,519.9366295251552,23924.488469284544,36,0
54229.17105656632,41563.89213791699,679.7668915312794,49894.73179766737,84,0
69046.42027000837,53702.57400502883,628.6886245907211,25902.426102559635,120,0
58958.646908842704,63337.75985219387,680.6512206469795,23182.543082961794,84,1
24939.658871414038,63015.0572026663,560.555579981282,6961.69432022229,120,0
94284.68443545062,27406.4800813826,698.6710530325498,0.0,84,1
82557.99098060322,16312.559676572877,518.2901803245022,18911.800770897342,36,0
83730.95841129142,125095.15372717132,567.2268610303418,36003.053699122946,24,0
32718.37635615783,35480.46981198341,625.7085768912723,15155.92989408989,48,0
102083.82932808297,70976.3731601596,824.1818414959714,26021.937488080534,12,1
20000.0,5000.0,728.4825368548494,41397.459090778735,36,0
77605.7128140081,41611.6184028597,757.719250426779,41022.7446984554,120,1
125713.66877429935,46184.01848052671,791.7077033343144,26432.238314026737,24,1
30283.91024607935,64184.452097834976,850.0,22551.597179860142,60,0
43011.068111916844,5000.0,654.1589067558434,0.0,48,1
62989.540952629235,54984.21839234992,792.0400923129855,10547.080337345893,60,1
44895.730376514024,15507.756338963212,751.2635254401941,15788.662879728903,84,1
20000.0,59730.37133584771,749.6032503307525,7215.025828487718,120,1
62056.88924418082,18910.124094855113,827.4239618040181,23726.798944291466,60,1
28130.888588216854,24335.51912223256,608.0686969015524,48674.72275229152,120,0
74207.77291905545,41791.171688201954,600.131497606362,42766.42388992425,48,0
32417.272972985906,18430.11591190414,681.9765513481861,23658.197927468107,24,0
106498.03215052618,35733.966597939354,631.7300228078113,31691.511080372427,120,0
36502.40122991289,14198.726943700538,681.8500852998174,9070.935269658215,60,1
50338.15451382974,5000.0,806.2748785053011,41961.340260032026,24,0
84405.51652109009,80538.71157288078,602.1853277293721,0.0,60,0
23074.07050698134,11118.539215282151,619.532103740627,33692.42241629244,36,0
66823.79803812389,44639.573371760496,667.4311003526577,27433.84565299662,120,0
99214.28262847284,72586.73244481355,627.1681573974831,8662.109198683633,84,0
20000.0,31551.676924518706,458.5994171986513,16868.198648930935,48,0
65539.01575596913,25245.023007633863,591.987235730106,2986.20945265911,12,0
67796.4838274527,56787.14266002264,718.7373242237504,3625.3992829665185,48,1
83454.68615331932,83538.01468181456,793.7546750932646,0.0,60,1
22891.47867365754,14920.542047405936,534.5381432462273,31512.70853301067,60,0
20386.30160747171,45495.56503947683,534.0717600769157,38080.174541400214,84,0
75658.24696850692,5000.0,653.0233802717336,0.0,120,1
68909.54019699559,38203.9698895343,442.44049351221634,47574.58274227259,36,0
67514.7855103763,51026.140536142266,605.5029797012872,19819.876450447402,36,0
70393.44628490927,24361.260747348028,476.3957940448606,24347.79807315257,48,0
39599.25835264528,36290.24498524306,786.9061299842465,0.0,12,1
66967.6109148301,7753.196950776495,573.0668845649595,39812.38625247298,84,0
68792.17419896043,52312.35834144481,815.2834186339028,23003.75139750251,48,1
38569.45745920896,81670.82746649449,761.3521353458339,37082.39359656948,12,0
115973.2353343427,17085.683906886094,585.3682702302583,38312.87480971615,24,0
74214.98762735362,31319.847003428513,542.8040363153923,40023.11634081905,60,0
24260.895083920543,65076.38739362545,630.6454250832411,10275.788362216957,24,0
79696.60825901489,86362.72157968208,639.5353375741797,16880.569881601932,48,0
30759.549893180356,5204.3056337320595,684.6146943952401,10824.46887905728,12,1
83612.53811227356,44936.45787752152,572.3456710469821,33426.44694111925,12,0
94757.86737022211,58493.92466958575,724.6394873522203,24993.33844045611,24,1
35379.530449448685,46938.30828113456,676.53280549999,36037.17296019857,36,0
88901.28387732965,5000.0,615.9604843284136,36691.082045858486,36,0
72383.42780809494,65032.700279263154,578.7959344581977,0.0,84,0
84661.8047998347,95580.09053271933,631.5115016901314,40261.55195830809,24,0
116903.78947961843,53499.852535085105,568.3098748172431,34262.914366485755,36,0
52638.35651991388,19066.818401172102,655.8438694883588,14461.626752217537,12,1
37387.91506927532,34606.182609071504,658.5438685219909,25246.891497944434,48,0
33314.5671112343,103097.3920296678,676.1707283476339,18144.95642625944,36,0
35525.69145103685,77298.87622581676,826.6242409671854,29240.83517946764,84,0
57686.94871757687,69200.79855152988,636.7555280300428,14429.054289426855,12,0
70234.55924449931,60692.377506031284,750.4597867124482,27183.908617536614,84,1
68300.72397990058,30165.886634270828,672.9587396975702,21009.57956989028,120,1
84815.49747108071,43982.86458032695,626.1755698101546,13517.091447570421,48,0
60390.05675633721,47662.31792964452,638.0840730048766,22852.043673530883,12,0
103606.0223147195,66487.22948193332,644.117359083195,60597.04360233137,120,0
52060.29500286132,95267.56682800711,677.9767707728216,9716.950552614773,120,1
141605.07499768859,83550.14410379383,554.067923478103,16250.846131076461,120,0
78770.02043295019,7418.469326118779,503.4659616555033,9978.314005504539,60,0
34285.273307511525,56719.849067031464,715.4297393474276,11551.754217086243,120,1
27873.22505816663,72102.90035503691,739.8123832581259,32236.615300780373,48,0
74474.17245729556,68565.80990433905,724.5635832802802,30738.23689454102,60,0
53296.116440224476,31122.987098377416,665.4972018556473,19912.047450180355,120,1
81420.01482276275,137423.27647305085,726.7224627453288,35394.44877903668,36,0
74197.12873720634,11687.463130066433,721.3429026017143,31901.64943241465,84,0
57815.132620293814,17504.3466000185,728.7629358954955,17564.98720960679,36,1
34596.18845794785,57007.85243784729,564.0459178657886,0.0,12,0
20000.0,113504.09164891561,540.3048202845368,32446.74511923504,24,0
46604.55143798937,24914.154478874872,611.1430753247729,22544.969315029623,12,0
85691.96382970417,42025.14903059023,648.2615890457345,20333.35195550888,120,0
66422.81232390612,82318.81019047079,625.807887286771,13009.279699854269,84,0
22627.836638640358,49464.135353367994,462.3309668662124,31169.73423674474,84,0
65195.427775535456,39961.88436409113,822.1692612135142,25227.443786427513,84,1
71559.5213918651,66968.9870566016,622.5954011114264,16447.579357965547,60,0
33484.27691396601,58175.539706887794,667.2704416576954,1618.181791716328,84,1
64611.753178365834,80913.16356910374,774.4548990763059,36018.93652820114,48,1
61746.26155338,88744.0666719609,415.5027730478795,29073.578347338156,24,0
25710.891065081305,59210.09180016085,598.8306128088288,23831.043499183936,12,0
70733.6208104485,58751.98176134927,611.2882726420196,0.0,60,0
76823.53579104703,56423.32946858401,616.3689954549355,19431.5861432591,60,0
92491.53729525831,64673.91669947863,632.6513409286047,16381.94444786505,36,0
91614.06156104708,51655.11913614392,794.7134798444845,10722.564724184891,12,1
20000.0,49981.74553033132,717.3458875727223,31313.529178464265,12,0
31865.248802546317,85898.81362481727,745.8035268628829,30722.90051250916,84,0
75451.05801625979,95483.4854106513,654.7120271810924,26552.370757885816,120,1
75413.57852736626,5000.0,510.06269538544984,35568.36372151614,84,0
75451.43058918143,50300.634552217074,442.0302964853993,4665.522289492363,60,0
175581.94471964164,29339.166996642958,497.05922767683694,13195.1891484604,12,0
77126.71532079502,40670.85600541783,685.9765704166019,21121.883947787086,84,1
94066.96920541796,62075.48629205964,653.1769712697635,10669.969711581272,120,1
88620.05290479607,70083.15114627406,628.9836352443992,30907.538325553134,36,0
79541.73753917395,46636.20669165965,613.1423093259864,12166.987278024571,24,0
50541.92266078963,5000.0,850.0,39475.55006670132,60,0
82769.07661479802,21048.63258271461,567.7096409023526,6032.608973747154,36,0
36815.24356387285,76894.99010600497,742.7819456116059,51979.75474250926,36,0
52895.44179779974,5000.0,650.1912936020994,50439.46033403634,48,0
45439.093565126896,85622.81455046,643.9060488214003,18578.70280526983,24,0
62456.22418158968,65636.89971933624,767.6637548616744,37192.55676388623,36,1
129439.75700020527,89485.28244590067,796.2530382691444,13993.579092370896,48,1
20000.0,44042.924393571186,626.0450543115162,35199.29747347017,48,0
80587.8057112354,5000.0,729.9202719242143,17360.325028148436,12,1
20000.0,62910.87924519494,686.3891362150054,718.4015223727401,84,0
45842.044026316995,88239.59372115025,650.7437138809914,0.0,36,1
92668.51790902099,77741.65416540264,670.4254942657026,15969.298308940844,60,1
61928.40057286388,30119.25549535894,581.1991185155163,24185.93763027939,12,0
27667.656662120815,52602.8322638794,619.3900606668915,39954.74639054325,24,0
38540.88872220095,34014.91193660228,591.9364720247294,20549.375482270858,84,0
80387.93246804028,25422.006074318837,740.137671642892,35043.65202076383,60,0
38089.0010484859,78661.65713539554,640.4798884458937,13190.876791677098,60,0
66493.75768745925,14074.030662045137,520.2285975384962,14940.815457028322,48,0
61367.155197114414,23185.50708255162,577.6562776836912,35810.53523792878,36,0
40451.989571825485,16879.23099582844,330.07353547878216,0.0,48,0
124318.32267975976,5292.574301028602,600.5507398117852,20194.75743354374,48,0
79017.57066954034,54392.4287552781,653.7645065097149,14000.579756662026,36,1
20000.0,84845.09145445928,636.3864151133026,40409.16807278426,36,0
65593.62944308283,44453.697312642034,848.0154351531393,12076.3055753027,120,1
40146.406056948355,5000.0,707.4906040915037,27748.774543551415,36,0
85573.00004388671,75198.33619226083,703.045185308915,33822.75454002041,48,1
36224.37784701898,100571.05262104914,485.6730965429722,0.0,84,0
56557.906755993026,30612.730275602164,613.5357945882868,17909.445375891482,120,0
75149.61836941371,35643.37199846845,601.3337192676304,13525.453488710931,36,0
85972.65582510365,65469.81890250183,571.3918801191992,34194.39870244391,36,0
23991.107788326713,98656.21243355154,570.0119334486653,30126.227612182905,60,0
49964.96292477155,34404.97562824321,469.18770460583767,16501.96954911227,48,0
45751.64066517132,10026.506570053847,522.4146795318671,4288.879243759226,36,0
40400.12302278864,68942.55818817219,737.409340276495,35572.20044030135,48,0
112963.62720843291,73972.04219426899,635.7085308006817,18985.20835101828,24,0
72149.45132882867,50183.94351305681,599.3597581725666,0.0,12,0
22173.481369948648,33256.00221027648,649.4588665347292,0.0,60,0
87535.85841164328,79831.36192976139,766.7390678701152,26564.501451094646,120,1
123664.68591037899,65841.08013643893,650.4210520875786,862.9071085172218,60,1
90973.95781653441,26946.934492895212,704.0374130931039,47894.712404054204,120,0
20000.0,51472.841939170146,565.3395157611742,5943.945734610041,48,0
45472.97781401246,9448.774039260607,588.137004925328,19994.58911964086,36,0
98007.33447559868,70576.7136931376,685.3976885063676,22386.679492404583,120,1
38769.91603143657,42132.99291851433,839.2653708337114,9059.333911447315,48,1
73314.58284438685,36928.67502845789,792.9774859514874,0.0,84,1
83239.02160288011,49013.76544542697,708.2828069456139,22863.426464243414,12,1
32192.08585265751,51209.230979907436,665.1433760160718,8701.400148466128,60,1
58214.239318146,76847.90184696682,790.1069355627171,21748.076414246647,60,1
20000.0,67732.71593975664,729.4678323045124,18165.034216419364,12,0
29268.370759971305,45307.721636215916,420.6337977629339,23949.36872107705,48,0
52422.95545820519,72910.04449156986,544.6069152144778,43428.051809840894,60,0
22566.504541054514,62022.11761074839,683.8140325357932,11807.254809093163,36,0
108972.33911794906,37202.01091141889,471.30324344490276,12967.33018486256,48,0
20000.0,46258.45525290542,560.2410995243138,0.0,36,0
46798.66539909049,45553.31333470638,580.0185056342026,17072.24073351058,120,0
63922.21731858274,65157.84029522605,624.3834093754166,26148.049839124495,84,0
103238.19867198347,38989.32155835075,621.2569791773792,12747.576836434597,84,0
20000.0,38287.724407351,621.0879572833173,26246.457506082366,84,0
94894.91256464878,109062.71928301876,732.5307517240313,17337.372117662133,24,1
60306.99183058761,78192.06445241312,623.4776134549465,466.00643046515324,12,0
30554.74046856147,27181.98006724583,611.5369867928766,24679.77606774657,84,0
73863.10422789812,67128.22981826594,515.0827895856484,16912.51799652474,60,0
65971.79086720411,53550.50196965532,752.4346201985825,21841.36732114037,12,1
41993.49368523616,61746.53525780281,582.8502486052514,11495.751751843754,12,0
62094.06254970057,54120.23973695314,541.2969671998725,10168.962155136578,36,0
48440.59209414719,85689.27936455706,671.3090574868971,22361.16211329448,120,0
63405.52035753744,60368.610339543375,573.3058737616938,16541.001319367977,60,0
79863.9202356314,48137.33905357138,597.4047260205706,45864.17373753898,24,0
107580.50448436057,81265.71730949052,675.846017431907,31980.95768241747,12,1
22865.53503519453,56998.551232636164,617.3517376220443,28175.06389201532,36,0
123991.00123968799,53644.35737987173,850.0,17337.787977478783,84,1
20000.0,59420.67807458343,642.5171456680802,0.0,36,0
55446.4471489325,47191.729299009006,711.7838218879222,7886.076085734816,84,1
77649.5161945373,50276.80978986407,455.83059525070547,10290.598211235229,120,0
68429.75603205098,32399.162337143818,563.935086808527,15875.23420565129,60,0
41319.014405382186,27464.983411283636,541.3086305083287,19499.607509150694,48,0
53756.33248928175,20042.888405526814,554.5620276697371,29841.12448228243,48,0
45209.971960235016,8240.501396087719,691.5537993837003,24097.183416050975,120,0
42319.05729167366,23608.479158463306,753.556506777741,37388.04787204857,24,0
85488.06291063075,44771.988965992234,684.463050463451,15321.470397211257,120,1
70710.46457895142,53093.52747336911,627.3355376433691,23857.444162552427,84,0
39212.712142180375,41861.103105570786,586.9144961287581,25157.663416682015,36,0
86987.99626299752,5000.0,761.3599751186509,23685.894265378836,48,1
69218.98562629828,97237.59073287027,850.0,39228.35371910213,120,1
84385.86356516881,82594.40368671145,663.5055704783691,32056.61484120789,12,1
78888.86525770837,63372.79553651386,743.9363064071572,208.9517074786636,24,1
35130.14967233784,107224.72017659804,684.3370349795475,18285.033514109902,84,0
43194.56879409091,20679.07647548868,725.550490646559,19790.394766553072,12,0
82418.80815369786,106628.75361878015,533.5453221889884,52273.115955425084,48,0
78311.10796300395,21043.57769748356,601.1863719857876,15053.13228131795,36,0
59372.952181075554,57162.1377587407,689.5469440045584,5262.7414499572715,48,1
63519.82149926346,11784.880245973873,771.249094408198,26574.881442149657,24,1
98329.94687365275,50440.822866331,568.1865778362326,27454.785794356685,84,0
42252.8583349251,61584.99493995166,446.6700888959873,18893.40704405462,24,0
76412.92143510113,45359.29006596336,600.1735573558751,16696.08495543665,12,0
53934.22042698318,71416.32332270412,751.013071434825,34233.55934093128,12,0
53469.56390318339,52970.43348461772,491.61044089121503,7196.027686102694,24,0
92963.3055596157,34327.558148674725,532.3080107868416,14885.699856971958,120,0
84762.49046964089,32995.60046592982,665.5918586051112,12167.752068299187,120,1
84405.28908001915,74327.41317847089,638.4028747238536,36408.41896430882,12,0
99164.36421462987,30387.739105790974,709.4466481553227,24282.413049295155,120,1
60630.11524898277,77462.08911454811,527.1273239554421,4025.0885401809446,60,0
80458.58913884891,86681.35378495793,617.5021405831333,5532.404101058466,84,0
50691.99730219632,5000.0,769.5185402403098,48101.22685418227,24,0
69724.99057465326,83987.79161903105,530.7103806363216,36248.2662216056,84,0
56095.70836896946,111812.68095334097,797.6912296310269,32623.254222852192,12,1
62909.878949781545,57560.11283605785,543.2583014111311,20183.704114600136,120,0
77854.7107631074,67972.52555884467,734.9381577377611,42627.09860180614,84,0
35453.37950299583,81110.15973107476,612.7041489786874,3448.928210326121,48,0
122771.6182705638,41735.530544629335,535.5091742361024,31294.512683067358,36,0
29819.47855500894,55468.40670613609,600.3100952847402,13350.897402116549,120,0
23574.341616368038,10574.014111306722,704.4929188178994,16266.600205171555,60,0
94743.32620500203,54159.05085591353,649.314600509851,30886.838972485806,60,0
83749.88081888808,64943.359869336244,761.8469411443343,17846.637369777385,36,1
78723.59451156465,65484.890687794075,793.5740060934882,13479.502108081131,36,1
78850.3652779284,81962.74170792742,531.696933468215,12572.635278681119,84,0
59632.59681459256,26755.93465593413,524.3730855089655,0.0,84,0
33082.368855425055,34021.79729979511,519.5206226379158,31448.054289134845,48,0
62274.13674581179,106865.22037974065,560.080390395198,4900.5489080181,84,0
39685.14865463665,45490.1487870887,760.4214520819744,47876.14108488917,36,0
89253.59200253253,56001.01361936984,706.0361950666735,15685.81175277511,60,1
55588.27855493584,47989.69874824337,595.4972427077569,39641.59696168936,48,0
35235.08409622466,25349.57521084933,648.8897409377165,0.0,36,0
50358.424750410195,98705.8763267542,790.4305505165938,30972.24531797898,48,0
72387.94362826872,34168.95764238183,840.8010850979119,34828.33598767717,48,1
43088.26341588076,16181.434288792101,675.9384333442803,39553.45451546651,84,0
35333.38813300706,36477.79168091745,384.07188159526015,0.0,84,0
67310.61634475736,5000.0,679.7287094759973,9459.220443696064,12,1
67348.99713326168,30461.376050504547,743.4748129541348,28647.6492913412,36,0
44791.70473886611,20956.1420644302,672.4632315856076,22226.62968266164,84,0
45868.85083145031,68522.85892781973,722.6514918734783,24400.39463845752,12,0
66961.49812072908,29797.572813203828,685.7065374460384,14595.700912860018,84,1
20000.0,76634.11806736546,526.5354582518135,43261.97922583537,60,0
20000.0,91954.51979207963,561.3761566636538,59126.981724197205,120,0
38446.67336242692,73435.26008862798,617.8847812869843,21559.698860136337,48,0
53596.58544864458,43538.3513341977,756.5414778238352,26801.318682578778,60,1
69327.22696794014,54233.43490116779,573.4115931679379,20843.656184342264,48,0
104260.68650848656,5000.0,695.5902633167647,39260.800985711554,36,1
85729.78869606058,45986.61882436281,680.3692593921197,32436.744263852168,120,1
55201.84410109719,24186.845957995007,808.619726507913,4004.291440447345,24,1
59429.513762919334,70829.79143447898,645.8320221870586,10809.469842580324,36,0
29924.119060865734,127182.57167733421,474.52415817237414,4860.548104911695,48,0
59444.6059202283,64994.64907921428,714.6870464896778,60422.334982932654,24,0
51340.24083239585,5000.0,850.0,29529.676753731033,24,1
69681.55681014269,39163.09421256881,721.2383344866456,11064.706608353266,36,1
35183.07169343031,53674.72776123364,571.2338408189593,9866.719390627399,60,0
75580.39542723517,52620.72275780791,541.8054120821035,32078.469094503656,36,0
105982.16739007733,28075.606231737405,554.7031166492595,33573.802244887,48,0
56737.19554629427,57358.752279108056,850.0,31971.615696266155,120,1
72051.35166296824,12724.97489241838,617.2672559478564,13616.639620254206,60,0
80704.31975133337,21652.73831944799,583.7356606171973,24587.654666212664,48,0
47963.38584342491,69373.92924811135,634.1563355872767,21663.726464500764,84,0
66722.7744543125,19530.103073605223,618.3092951394299,5956.094413423598,84,0
60377.77202345384,66146.34816476771,806.7650359787503,6102.592356859674,120,1
62930.28295646495,8916.086760318256,548.5522508983697,26179.475668147028,60,0
36809.706484336006,102944.77651375209,768.0643231660447,22946.766215654876,12,0
60735.30522776828,26771.90232787836,662.2092096451084,28300.275662633172,60,0
74939.94873736349,43290.00284589668,770.7026513427686,31865.345580405774,12,1
103534.30823385125,59918.39783271217,808.2619043734051,42490.73933746293,48,1
88778.1247825562,33039.501424967166,658.4797633913095,8361.4342082593,36,1
124595.47372534669,54302.178832139136,618.4936390400834,29453.54298088073,48,0
36979.573113358514,67260.70173560377,656.6178831865103,31237.982247930275,36,0
86169.61910162034,78818.39697510455,640.5229327994869,15318.043812118332,84,0
65500.26017215055,73744.92307918871,484.30335442612716,21827.94775353903,12,0
125694.08799653017,44845.68608591978,805.2480373785073,15701.621649558892,36,1
35751.05143934545,45601.04677869193,674.578501738119,51628.85575035762,48,0
34808.34473457672,120473.25674075098,533.6900814948946,21572.79035661659,48,0
42018.22063667934,78496.67204747876,443.2476679801591,26772.576630670905,48,0
20000.0,22345.29031039359,417.2400767069651,16040.235546241829,120,0
44227.34934957717,52999.644912966556,727.0480436687503,12805.481506238153,60,1
37226.020153389065,39945.705836654226,588.1022431592904,469.96007447484226,48,0
64511.81359428623,45939.97298230671,604.5099331894867,36498.029370879995,60,0
70252.67927331479,13115.145268757362,698.8154264538823,31526.56246094901,24,0
116285.12517647658,37642.302968421405,598.3951843898221,15483.553333403226,12,0
88512.7151455815,104346.67319581739,704.6524416053513,6494.451454040862,24,1
42692.890330127906,67372.28902626509,659.5264064376715,22698.627896302147,24,0
33047.55985954926,5000.0,641.5870416850764,12534.54790554546,60,0
74757.57514519517,86501.70477493841,492.7249594308511,16669.36147051818,60,0
20393.00378938073,82688.88568727483,568.0268643561141,1046.6008309567405,120,0
114943.76297563061,39221.440870807506,710.2535365586866,23256.04370972045,12,1
95383.20362163862,71517.90631349645,581.7978185135948,23555.048029831243,12,0
45924.73043685885,24218.02367548398,770.5369555784491,36420.84326359526,84,0
